IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,148,,,142.2,,153.8,148.0 [142.2-153.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,156.3,,,142.5,,170.2,156.3 [142.5-170.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,162.8,,,155.6,,169.9,162.8 [155.6-169.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,200,,,177.8,,222.2,200.0 [177.8-222.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,205.3,,,192.8,,217.7,205.3 [192.8-217.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,ALB,Albania,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,22.98,,,17.05,,28.92,23.0 [17.1-28.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,32.16,,,29.05,,35.27,32.2 [29.0-35.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,32.53,,,27.45,,37.62,32.5 [27.5-37.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,36.22,,,31.92,,40.52,36.2 [31.9-40.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,37,,,26.29,,47.71,37.0 [26.3-47.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,40.77,,,32.33,,49.21,40.8 [32.3-49.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,47.06,,,35.14,,58.99,47.1 [35.1-59.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,68.25,,,55.89,,80.61,68.3 [55.9-80.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2008,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,75.05,,,68.7,,81.4,75.0 [68.7-81.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2008,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,77.89,,,65.71,,90.07,77.9 [65.7-90.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,79.67,,,73.44,,85.9,79.7 [73.4-85.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,KEN,Kenya,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,79.81,,,69.13,,90.5,79.8 [69.1-90.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,ALB,Albania,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,8.18,,,0,,18.14,8.2 [0.0-18.1],,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GHA,Ghana,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,81.07,,,71.83,,90.3,81.1 [71.8-90.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,86.65,,,52.85,,120.4,86.7 [52.9-120.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,87.02,,,76.49,,97.56,87.0 [76.5-97.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,KEN,Kenya,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,99.34,,,81.16,,117.5,99.3 [81.2-117.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2008,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2008,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,129.7,,,120.6,,138.8,129.7 [120.6-138.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,LBR,Liberia,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,131.6,,,119.5,,143.7,131.6 [119.5-143.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,15.57,,,0.058,,31.07,15.6 [0.1-31.1],,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,150.6,,,134.3,,166.9,150.6 [134.3-166.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,162.5,,,143.6,,181.4,162.5 [143.6-181.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,171,,,144.5,,197.5,171.0 [144.5-197.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,LBR,Liberia,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,174.5,,,150.9,,198,174.5 [150.9-198.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,19.59,,,13.66,,25.53,19.6 [13.7-25.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,21.43,,,17.67,,25.18,21.4 [17.7-25.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,33.27,,,26.41,,40.13,33.3 [26.4-40.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,33.74,,,21.52,,45.96,33.7 [21.5-46.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,36.53,,,32.02,,41.05,36.5 [32.0-41.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,37.63,,,30.5,,44.77,37.6 [30.5-44.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,37.82,,,15.32,,60.31,37.8 [15.3-60.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,48.09,,,44.04,,52.14,48.1 [44.0-52.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,65.92,,,58.75,,73.09,65.9 [58.7-73.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,67.92,,,56.21,,79.64,67.9 [56.2-79.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,89.39,,,77.42,,101.4,89.4 [77.4-101.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2007,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2007,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2007,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2007,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.054,,,0.043,,0.064,0.1 [0.0-0.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.11,,,0.091,,0.13,0.1 [0.1-0.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MWI,Malawi,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.16,,,0.15,,0.17,0.2 [0.1-0.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2006,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.17,,,0.15,,0.19,0.2 [0.2-0.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,103.7,,,85.58,,121.8,103.7 [85.6-121.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,105.1,,,92.91,,117.3,105.1 [92.9-117.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,BEN,Benin,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,127.6,,,121.7,,133.5,127.6 [121.7-133.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,130.3,,,111.5,,149.2,130.3 [111.5-149.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MWI,Malawi,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,134.4,,,129.8,,138.9,134.4 [129.8-138.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2006,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,136.2,,,128.8,,143.6,136.2 [128.8-143.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,UGA,Uganda,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,138.7,,,130.1,,147.3,138.7 [130.1-147.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,UGA,Uganda,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,159.7,,,142.5,,176.8,159.7 [142.5-176.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,BEN,Benin,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,171.8,,,157.6,,186,171.8 [157.6-186.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NER,Niger,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,203,,,190.2,,215.7,203.0 [190.2-215.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MLI,Mali,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,205.1,,,195,,215.2,205.1 [195.0-215.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MLI,Mali,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,239.6,,,221.8,,257.3,239.6 [221.8-257.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NER,Niger,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,266.4,,,245.1,,287.7,266.4 [245.1-287.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,27.73,,,21.76,,33.7,27.7 [21.8-33.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,34.98,,,21.97,,47.99,35.0 [22.0-48.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,40.26,,,37.56,,42.97,40.3 [37.6-43.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,55.61,,,45.53,,65.69,55.6 [45.5-65.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NAM,Namibia,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,60.86,,,44.68,,77.04,60.9 [44.7-77.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NAM,Namibia,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,70.22,,,61.28,,79.16,70.2 [61.3-79.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,72.73,,,64.61,,80.86,72.7 [64.6-80.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2006,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,75.97,,,48.75,,103.2,76.0 [48.7-103.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,79.45,,,73.29,,85.62,79.5 [73.3-85.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,88.2,,,82.04,,94.36,88.2 [82.0-94.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,99.52,,,83.58,,115.4,99.5 [83.6-115.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,BLZ,Belize,Year,2006,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,BLZ,Belize,Year,2006,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
