,Country,Admin1,Facility name,Facility type,Ownership,Lat,Long,LL source
19842,Democratic Republic of the Congo,Kwango,Mapungu Poste de Santé,Poste de Santé,Publique,-4.6593,17.5058,GPS
19843,Democratic Republic of the Congo,Kwango,Masangata Poste de Santé,Poste de Santé,Publique,-4.9875,17.5595,GPS
19844,Democratic Republic of the Congo,Kwango,Masangu Poste de Santé ,Poste de Santé,Publique,-5.5405,17.4516,Combination
19845,Democratic Republic of the Congo,Kwango,Masina Poste de Santé,Poste de Santé,Publique,-5.8522,17.056,GPS
19846,Democratic Republic of the Congo,Kwango,Masingi Poste de Santé,Poste de Santé,Publique,-5.0549,17.0595,GPS
19847,Democratic Republic of the Congo,Kwango,Matala Poste de Santé,Poste de Santé,Publique,-5.1108,17.5941,GPS
19848,Democratic Republic of the Congo,Kwango,Matamba Dispensaire,Dispensaire,Publique,-6.4795,16.8392,GPS
19849,Democratic Republic of the Congo,Kwango,Matele Centre de Santé,Centre de Santé,Publique,-4.3505,17.0257,GPS
19850,Democratic Republic of the Congo,Kwango,Matonga Poste de Santé ,Poste de Santé,Publique,-6.1439,17.6391,Combination
19851,Democratic Republic of the Congo,Kwango,Mavunda Poste de Santé ,Poste de Santé,Publique,-7.1887,17.9605,Geonames
19852,Democratic Republic of the Congo,Kwango,Mawanga Centre de Santé,Centre de Santé,Publique,-6.3138,17.4188,GPS
19853,Democratic Republic of the Congo,Kwango,Mawangu Centre de Santé,Centre de Santé,Publique,-7.9153,17.4681,GPS
19854,Democratic Republic of the Congo,Kwango,Maziamo Centre de Santé ,Centre de Santé,Publique,-6.2144,18.3329,Other
19855,Democratic Republic of the Congo,Kwango,Mazinda Centre de Santé,Centre de Santé,Publique,-6.9186,18.3736,GPS
19856,Democratic Republic of the Congo,Kwango,Mbangi Poste de Santé,Poste de Santé,Publique,-4.77,16.7832,GPS
19857,Democratic Republic of the Congo,Kwango,Mbinda Tseke Centre de Santé,Centre de Santé,Publique,-4.7676,16.9,GPS
19858,Democratic Republic of the Congo,Kwango,Menkao Poste de Santé ,Poste de Santé,Publique,-4.6523,17.2125,GPS
19859,Democratic Republic of the Congo,Kwango,Mibambi Poste de Santé,Poste de Santé,Publique,-5.1348,17.5358,GPS
19860,Democratic Republic of the Congo,Kwango,Miboti Poste de Santé,Poste de Santé,Publique,-4.9775,17.0583,GPS
19861,Democratic Republic of the Congo,Kwango,Migiembo Poste de Santé,Poste de Santé,Publique,-4.9206,17.545,GPS
19862,Democratic Republic of the Congo,Kwango,Mikau Poste de Santé,Poste de Santé,Publique,-4.6846,17.2103,GPS
19863,Democratic Republic of the Congo,Kwango,Minsenge Poste de Santé,Poste de Santé,Publique,-4.6884,17.1324,GPS
19864,Democratic Republic of the Congo,Kwango,Misele Centre de Santé,Centre de Santé,Publique,-4.7899,17.5339,GPS
19865,Democratic Republic of the Congo,Kwango,Moanza Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.4091,17.4918,GPS
19866,Democratic Republic of the Congo,Kwango,Mobwa Poste de Santé ,Poste de Santé,Publique,-5.8655,18.3137,Geonames
19867,Democratic Republic of the Congo,Kwango,Mokala Centre de Santé ,Centre de Santé,Publique,-5.2455,17.2892,Other
19868,Democratic Republic of the Congo,Kwango,Mosamba Centre de Santé,Centre de Santé,Publique,-5.6199,17.2066,GPS
19869,Democratic Republic of the Congo,Kwango,Mosamba Centre de Santé de Référence,Centre de Santé de Référence,Publique,-5.5978,17.1996,Other
19870,Democratic Republic of the Congo,Kwango,Mubota Poste de Santé ,Poste de Santé,Publique,-5.3905,17.1259,Combination
19871,Democratic Republic of the Congo,Kwango,Mudikalunga Centre de Santé,Centre de Santé,Publique,-6.9873,18.4777,GPS
19872,Democratic Republic of the Congo,Kwango,Muela Poste de Santé ,Poste de Santé,Publique,-6.5181,17.2537,Combination
19873,Democratic Republic of the Congo,Kwango,Muelambwandu Centre de Santé,Centre de Santé,Publique,-6.355,16.902,GPS
19874,Democratic Republic of the Congo,Kwango,Mufikidi Poste de Santé ,Poste de Santé,Publique,-7.4366,18.8598,Geonames
19875,Democratic Republic of the Congo,Kwango,Muhamba Poste de Santé ,Poste de Santé,Publique,-5.4995,17.4521,Combination
19876,Democratic Republic of the Congo,Kwango,Mukalakata Centre de Santé,Centre de Santé,Publique,-7.5679,18.2242,GPS
19877,Democratic Republic of the Congo,Kwango,Mukalati Poste de Santé ,Poste de Santé,Publique,-5.5943,17.4444,Combination
19878,Democratic Republic of the Congo,Kwango,Mukana Poste de Santé ,Poste de Santé,Publique,-5.6144,17.2077,Combination
19879,Democratic Republic of the Congo,Kwango,Mukanza Centre de Santé ,Centre de Santé,Publique,-7.0373,17.8205,Geonames
19880,Democratic Republic of the Congo,Kwango,Mukata Centre de Santé,Centre de Santé,Publique,-5.2331,17.1714,GPS
19881,Democratic Republic of the Congo,Kwango,Mukedi Centre de Santé ,Centre de Santé,Publique,-6.3651,19.251,Other
19882,Democratic Republic of the Congo,Kwango,Mukedi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.3645,19.2496,Geonames
19883,Democratic Republic of the Congo,Kwango,Mukedi Poste de Santé ,Poste de Santé,Publique,-6.3958,19.2477,Google Earth
19884,Democratic Republic of the Congo,Kwango,Mukila Centre de Santé,Centre de Santé,Publique,-5.0155,16.988,GPS
19885,Democratic Republic of the Congo,Kwango,Mukila Ndondo Centre de Santé,Centre de Santé,Publique,-5.3833,16.3035,GPS
19886,Democratic Republic of the Congo,Kwango,Mukila Ndondo Centre de Santé ,Centre de Santé,Publique,-5.0127,16.9836,Encarta
19887,Democratic Republic of the Congo,Kwango,Mukobongo Poste de Santé,Poste de Santé,Publique,-6.3811,16.7924,GPS
19888,Democratic Republic of the Congo,Kwango,Mukoki Poste de Santé,Poste de Santé,Publique,-5.3874,17.5424,GPS
19889,Democratic Republic of the Congo,Kwango,Mukoku Poste de Santé,Poste de Santé,Publique,-5.2963,17.6379,GPS
19890,Democratic Republic of the Congo,Kwango,Mukoso Centre de Santé ,Centre de Santé,Publique,-6.2478,19.1829,Geonames
19891,Democratic Republic of the Congo,Kwango,Mukukulu Centre de Santé,Centre de Santé,Publique,-5.2665,16.8228,GPS
19892,Democratic Republic of the Congo,Kwango,Mukukulu Tseke Centre de Santé,Centre de Santé,Publique,-5.3324,16.8656,GPS
19893,Democratic Republic of the Congo,Kwango,Mukulu Poste de Santé ,Poste de Santé,Publique,-5.2351,17.133,Combination
19894,Democratic Republic of the Congo,Kwango,Mukulutu Centre de Santé,Centre de Santé,Publique,-5.7434,17.1825,GPS
19895,Democratic Republic of the Congo,Kwango,Mukumbi Centre de Santé,Centre de Santé,Publique,-6.579,17.2576,GPS
19896,Democratic Republic of the Congo,Kwango,Mukumbi Centre de Santé,Centre de Santé,Publique,-5.116,17.1149,GPS
19897,Democratic Republic of the Congo,Kwango,Mukumbi Poste de Santé ,Poste de Santé,Publique,-5.1138,17.1128,GPS
19898,Democratic Republic of the Congo,Kwango,Mukundu Centre de Santé,Centre de Santé,Publique,-6.5666,19.2298,GPS
19899,Democratic Republic of the Congo,Kwango,Mukutu Centre de Santé,Centre de Santé,Publique,-5.1673,17.0572,GPS
19900,Democratic Republic of the Congo,Kwango,Mulasa Bihuwa Poste de Santé ,Poste de Santé,Publique,-5.9321,17.8145,Combination
19901,Democratic Republic of the Congo,Kwango,Mulopo Poste de Santé ,Poste de Santé,Publique,-6.4696,17.3448,Combination
19902,Democratic Republic of the Congo,Kwango,Muloshi Centre de Santé,Centre de Santé,Publique,-7.2888,18.9547,GPS
19903,Democratic Republic of the Congo,Kwango,Mundonda Poste de Santé,Poste de Santé,Publique,-4.5485,17.7022,GPS
19904,Democratic Republic of the Congo,Kwango,Munganda Centre de Santé ,Centre de Santé,Publique,-6.5093,16.8013,GPS
19905,Democratic Republic of the Congo,Kwango,Munganda Poste de Santé,Poste de Santé,Publique,-6.5113,16.8007,GPS
19906,Democratic Republic of the Congo,Kwango,Mungulu Tsakala Poste de Santé ,Poste de Santé,Publique,-5.5869,17.4477,Combination
19907,Democratic Republic of the Congo,Kwango,Munikenge Poste de Santé,Poste de Santé,Publique,-4.8623,16.999,GPS
19908,Democratic Republic of the Congo,Kwango,Musaka Centre de Santé,Centre de Santé,Publique,-4.7385,17.5191,GPS
19909,Democratic Republic of the Congo,Kwango,Musaka Poste de Santé ,Poste de Santé,Publique,-4.7731,17.4958,Geonames
19910,Democratic Republic of the Congo,Kwango,Musangu Nsai Centre de Santé,Centre de Santé,Publique,-4.5202,17.5831,GPS
19911,Democratic Republic of the Congo,Kwango,Musangu Tsay Centre de Santé,Centre de Santé,Publique,-4.5244,17.5757,GPS
19912,Democratic Republic of the Congo,Kwango,Musenge Poste de Santé ,Poste de Santé,Publique,-4.4016,17.8168,GPS
19913,Democratic Republic of the Congo,Kwango,Musumba Poste de Santé,Poste de Santé,Publique,-5.6559,16.6026,GPS
19914,Democratic Republic of the Congo,Kwango,Mutangu Centre de Santé ,Centre de Santé,Publique,-6.4171,18.0099,Geonames
19915,Democratic Republic of the Congo,Kwango,Mutay Centre de Santé,Centre de Santé,Publique,-5.5679,16.2879,GPS
19916,Democratic Republic of the Congo,Kwango,Mutetami Centre de Santé,Centre de Santé,Publique,-7.8488,18.6369,GPS
19917,Democratic Republic of the Congo,Kwango,Mutiya Poste de Santé ,Poste de Santé,Publique,-7.9342,18.4755,Combination
19918,Democratic Republic of the Congo,Kwango,Mutombo Centre de Santé,Centre de Santé,Publique,-4.8506,16.773,GPS
19919,Democratic Republic of the Congo,Kwango,Mutombo Yamfu Centre de Santé,Centre de Santé,Publique,-5.4239,16.4345,GPS
19920,Democratic Republic of the Congo,Kwango,Mutoni Toy Centre de Santé,Centre de Santé,Publique,-5.2866,17.3697,GPS
19921,Democratic Republic of the Congo,Kwango,Mutsanga Centre de Santé,Centre de Santé,Publique,-5.8533,16.9441,GPS
19922,Democratic Republic of the Congo,Kwango,Mutsunda Centre de Santé,Centre de Santé,Publique,-6.3174,17.9612,GPS
19923,Democratic Republic of the Congo,Kwango,Mutsunda Poste de Santé ,Poste de Santé,Publique,-6.1294,18.153,Google Earth
19924,Democratic Republic of the Congo,Kwango,Muwele Poste de Santé ,Poste de Santé,Publique,-4.5639,17.696,GPS
19925,Democratic Republic of the Congo,Kwango,Muyalala Centre de Santé,Centre de Santé,Publique,-5.2001,16.8557,GPS
19926,Democratic Republic of the Congo,Kwango,Muyalala Centre de Santé,Centre de Santé,Publique,-4.9985,16.5428,GPS
19927,Democratic Republic of the Congo,Kwango,Muyamba Poste de Santé ,Poste de Santé,Publique,-5.6875,16.6374,Geonames
19928,Democratic Republic of the Congo,Kwango,Muyesi Poste de Santé ,Poste de Santé,Publique,-7.0313,17.7852,Geonames
19929,Democratic Republic of the Congo,Kwango,Mwakafutshi Poste de Santé ,Poste de Santé,Publique,-7.9965,18.0586,Combination
19930,Democratic Republic of the Congo,Kwango,Mwaku Yala Centre de Santé,Centre de Santé,Publique,-5.9961,17.2042,GPS
19931,Democratic Republic of the Congo,Kwango,Mwamushiko Centre de Santé,Centre de Santé,Publique,-7.1847,19.4919,GPS
19932,Democratic Republic of the Congo,Kwango,Mwana Muyombo Centre de Santé,Centre de Santé,Publique,-6.4835,17.0264,GPS
19933,Democratic Republic of the Congo,Kwango,Mwanabasila Centre de Santé,Centre de Santé,Publique,-6.136,17.7457,GPS
19934,Democratic Republic of the Congo,Kwango,Mwanafunga Poste de Santé ,Poste de Santé,Publique,-7.9737,17.9906,Geonames
19935,Democratic Republic of the Congo,Kwango,Mwanzita Poste de Santé ,Poste de Santé,Publique,-7.0957,17.885,Geonames
19936,Democratic Republic of the Congo,Kwango,Mwasenge Centre de Santé,Centre de Santé,Publique,-6.9858,19.57,GPS
19937,Democratic Republic of the Congo,Kwango,Mwasenge Poste de Santé ,Poste de Santé,Publique,-7.8824,18.7698,Geonames
19938,Democratic Republic of the Congo,Kwango,Mwatshibunga Poste de Santé ,Poste de Santé,Publique,-7.5718,18.6758,Combination
19939,Democratic Republic of the Congo,Kwango,Mwela Tsay Poste de Santé ,Poste de Santé,Publique,-5.0456,17.4027,GPS
19940,Democratic Republic of the Congo,Kwango,Mwendjila Centre de Santé,Centre de Santé,Publique,-7.1951,18.8219,GPS
19941,Democratic Republic of the Congo,Kwango,Mwiningulu Centre de Santé,Centre de Santé,Publique,-7.3105,17.9628,GPS
19942,Democratic Republic of the Congo,Kwango,Mwinkenge Poste de Santé ,Poste de Santé,Publique,-6.8146,17.6663,Other
19943,Democratic Republic of the Congo,Kwango,Nahumba Poste de Santé ,Poste de Santé,Publique,-7.5651,18.6861,Combination
19944,Democratic Republic of the Congo,Kwango,Napasa Centre de Santé,Centre de Santé,Publique,-7.5418,19.0638,GPS
19945,Democratic Republic of the Congo,Kwango,Ndeji Poste de Santé ,Poste de Santé,Publique,-7.6594,18.5103,Combination
19946,Democratic Republic of the Congo,Kwango,Ndunga Poste de Santé,Poste de Santé,Publique,-4.5121,17.4704,GPS
19947,Democratic Republic of the Congo,Kwango,Nduripangi Centre de Santé,Centre de Santé,Publique,-5.3332,16.6397,GPS
19948,Democratic Republic of the Congo,Kwango,Nganasamba Poste de Santé ,Poste de Santé,Publique,-7.6911,18.6566,Geonames
19949,Democratic Republic of the Congo,Kwango,Ngasa Centre de Santé,Centre de Santé,Publique,-5.7288,16.271,GPS
19950,Democratic Republic of the Congo,Kwango,Ngoma Centre de Santé,Centre de Santé,Publique,-6.4028,19.2467,GPS
19951,Democratic Republic of the Congo,Kwango,Ngoma Centre de Santé,Centre de Santé,Publique,-6.3872,19.2151,GPS
19952,Democratic Republic of the Congo,Kwango,Ngombentumba Centre de Santé,Centre de Santé,Publique,-7.7594,17.4382,GPS
19953,Democratic Republic of the Congo,Kwango,Ngondi Mutombo Poste de Santé,Poste de Santé,Publique,-4.4427,17.6206,GPS
19954,Democratic Republic of the Congo,Kwango,Ngongolo Poste de Santé ,Poste de Santé,Publique,-6.9994,17.6801,Geonames
19955,Democratic Republic of the Congo,Kwango,Ngudinkama Centre de Santé,Centre de Santé,Publique,-6.0928,17.5114,GPS
19956,Democratic Republic of the Congo,Kwango,Ngundu Mayala Centre de Santé,Centre de Santé,Publique,-7.3974,17.4599,GPS
19957,Democratic Republic of the Congo,Kwango,Nkoso Poste de Santé,Poste de Santé,Publique,-5.6862,16.6738,GPS
19958,Democratic Republic of the Congo,Kwango,Nouveau Testament Poste de Santé ,Poste de Santé,Publique,-7.311,18.9912,Geonames
19959,Democratic Republic of the Congo,Kwango,Nselemwedi Poste de Santé ,Poste de Santé,Publique,-4.701,16.7975,Other
19960,Democratic Republic of the Congo,Kwango,Ntemo Centre de Santé,Centre de Santé,Publique,-6.4816,16.8306,GPS
19961,Democratic Republic of the Congo,Kwango,Ntumbuta Poste de Santé,Poste de Santé,Publique,-5.4827,17.4788,GPS
19962,Democratic Republic of the Congo,Kwango,Nzakimwena Centre de Santé,Centre de Santé,Publique,-6.4825,16.8072,GPS
19963,Democratic Republic of the Congo,Kwango,Nzamba Centre de Santé,Centre de Santé,Publique,-6.8866,17.596,GPS
19964,Democratic Republic of the Congo,Kwango,Nzamba Fuangi Centre de Santé,Centre de Santé,Publique,-5.987,17.2752,GPS
19965,Democratic Republic of the Congo,Kwango,Nzamba Fuangi Centre de Santé,Centre de Santé,Publique,-5.9835,17.2716,GPS
19966,Democratic Republic of the Congo,Kwango,Nzasi Lway Poste de Santé ,Poste de Santé,Publique,-5.314,17.0833,Combination
19967,Democratic Republic of the Congo,Kwango,Nzasi Mwadi Centre de Santé,Centre de Santé,Publique,-7.5696,17.2658,GPS
19968,Democratic Republic of the Congo,Kwango,Nzau Musitu Poste de Santé ,Poste de Santé,Publique,-5.3084,17.3804,Combination
19969,Democratic Republic of the Congo,Kwango,Nzofu Centre de Santé,Centre de Santé,Publique,-7.9526,18.2023,GPS
19970,Democratic Republic of the Congo,Kwango,Panzi Centre de Santé,Centre de Santé,Publique,-7.1974,17.9428,GPS
19971,Democratic Republic of the Congo,Kwango,Panzi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.1151,17.4944,Geonames
19972,Democratic Republic of the Congo,Kwango,Pay Kingenga Poste de Santé ,Poste de Santé,Publique,-4.7707,17.3102,Other
19973,Democratic Republic of the Congo,Kwango,Pelende Centre de Santé,Centre de Santé,Publique,-6.509,17.2465,GPS
19974,Democratic Republic of the Congo,Kwango,Perseverance Centre de Santé,Centre de Santé,Publique,-7.287,18.9627,GPS
19975,Democratic Republic of the Congo,Kwango,Pombo Centre de Santé,Centre de Santé,Publique,-6.8047,19.0234,GPS
19976,Democratic Republic of the Congo,Kwango,Pont Kwango Centre de Santé,Centre de Santé,Publique,-4.6613,16.5262,GPS
19977,Democratic Republic of the Congo,Kwango,Pont Kwango Centre de Santé de Référence,Centre de Santé,Publique,-4.6624,16.5266,GPS
19978,Democratic Republic of the Congo,Kwango,Pont Kwango Centre de Santé de Référence,Centre de Santé,Publique,-4.6622,16.5266,GPS
19979,Democratic Republic of the Congo,Kwango,Pont Wamba Centre de Santé,Centre de Santé,Publique,-4.755,16.9591,GPS
19980,Democratic Republic of the Congo,Kwango,Popokabaka Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.7064,16.5735,GPS
19981,Democratic Republic of the Congo,Kwango,Promac Poste de Santé,Poste de Santé,Publique,-4.6958,17.6534,GPS
19982,Democratic Republic of the Congo,Kwango,Sacre Coeur Poste de Santé,Poste de Santé,Publique,-6.4762,16.8174,GPS
19983,Democratic Republic of the Congo,Kwango,Saint Augustin Centre de Santé,Centre de Santé,Publique,-7.303,18.9474,GPS
19984,Democratic Republic of the Congo,Kwango,Saint Esprit Centre de Santé,Centre de Santé,Publique,-4.8259,17.0454,GPS
19985,Democratic Republic of the Congo,Kwango,Samasangu Centre de Santé ,Centre de Santé,Publique,-7.3979,17.1986,Encarta
19986,Democratic Republic of the Congo,Kwango,Secteur Centre de Santé ,Centre de Santé,Publique,-5.6918,16.5961,GPS
19987,Democratic Republic of the Congo,Kwango,Secteur Popo Centre de Santé,Centre de Santé,Publique,-5.694,16.5964,GPS
19988,Democratic Republic of the Congo,Kwango,Secteur Poste de Santé ,Poste de Santé,Publique,-6.6812,17.2829,Other
19989,Democratic Republic of the Congo,Kwango,Shabenge Centre de Santé,Centre de Santé,Publique,-7.2253,18.4965,GPS
19990,Democratic Republic of the Congo,Kwango,Shafudi Poste de Santé ,Poste de Santé,Publique,-7.9174,19.2104,Geonames
19991,Democratic Republic of the Congo,Kwango,Shakalongo Centre de Santé,Centre de Santé,Publique,-7.5775,18.6693,GPS
19992,Democratic Republic of the Congo,Kwango,Shakufwa Centre de Santé,Centre de Santé,Publique,-7.97,19.3385,GPS
19993,Democratic Republic of the Congo,Kwango,Shakungu Centre de Santé,Centre de Santé,Publique,-6.5145,19.3372,GPS
19994,Democratic Republic of the Congo,Kwango,Shamalenge Centre de Santé,Centre de Santé,Publique,-6.3239,19.4525,GPS
19995,Democratic Republic of the Congo,Kwango,Shamatahu Centre de Santé,Centre de Santé,Publique,-7.9724,18.0421,GPS
19996,Democratic Republic of the Congo,Kwango,Shamukena Poste de Santé ,Poste de Santé,Publique,-6.9146,19.2663,Geonames
19997,Democratic Republic of the Congo,Kwango,Shamukwale Centre de Santé,Centre de Santé,Publique,-7.9378,19.0493,GPS
19998,Democratic Republic of the Congo,Kwango,Shamungu Poste de Santé ,Poste de Santé,Publique,-7.5844,18.6407,Combination
19999,Democratic Republic of the Congo,Kwango,Shamusenga Centre de Santé,Centre de Santé,Publique,-7.2462,18.9501,GPS
20000,Democratic Republic of the Congo,Kwango,Shamwana Centre de Santé,Centre de Santé,Publique,-6.271,18.8053,GPS
20001,Democratic Republic of the Congo,Kwango,Shatunda Poste de Santé ,Poste de Santé,Publique,-6.2238,18.3591,Combination
20002,Democratic Republic of the Congo,Kwango,Shatungushi Centre de Santé,Centre de Santé,Publique,-6.7742,18.2176,GPS
20003,Democratic Republic of the Congo,Kwango,Shauyanga Centre de Santé,Centre de Santé,Publique,-7.9444,18.362,GPS
20004,Democratic Republic of the Congo,Kwango,St Esprit Centre de Santé,Centre de Santé,Publique,-4.8267,17.0483,GPS
20005,Democratic Republic of the Congo,Kwango,St Pierre Poste de Santé,Poste de Santé,Publique,-4.9431,17.0713,GPS
20006,Democratic Republic of the Congo,Kwango,Sukisa Centre de Santé,Centre de Santé,Publique,-7.2973,18.956,GPS
20007,Democratic Republic of the Congo,Kwango,Swabangu Centre de Santé,Centre de Santé,Publique,-4.9125,17.27,GPS
20008,Democratic Republic of the Congo,Kwango,Swamasangu Centre de Santé,Centre de Santé,Publique,-7.402,17.16,GPS
20009,Democratic Republic of the Congo,Kwango,Swana Mukanza Poste de Santé ,Poste de Santé,Publique,-7.9683,18.0133,Combination
20010,Democratic Republic of the Congo,Kwango,Swayamfu Centre de Santé,Centre de Santé,Publique,-7.5872,17.9195,GPS
20011,Democratic Republic of the Congo,Kwango,Tadika Poste de Santé ,Poste de Santé,Publique,-4.7538,16.5594,Google Earth
20012,Democratic Republic of the Congo,Kwango,Takundi Centre de Santé,Centre de Santé,Publique,-4.7646,16.549,GPS
20013,Democratic Republic of the Congo,Kwango,Talamatunga Centre de Santé,Centre de Santé,Publique,-7.5917,17.7694,GPS
20014,Democratic Republic of the Congo,Kwango,Tambu Tseke Centre de Santé,Centre de Santé,Publique,-6.9137,17.7359,GPS
20015,Democratic Republic of the Congo,Kwango,Tangombe Poste de Santé ,Poste de Santé,Publique,-4.781,16.5663,Geonames
20016,Democratic Republic of the Congo,Kwango,Tembo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.6795,17.3331,Geonames
20017,Democratic Republic of the Congo,Kwango,Tembo Kintwala Centre de Santé ,Centre de Santé,Publique,-7.6829,17.3366,Encarta
20018,Democratic Republic of the Congo,Kwango,Tonu Centre de Santé,Centre de Santé,Publique,-6.335,18.2162,GPS
20019,Democratic Republic of the Congo,Kwango,Topo Poste de Santé ,Poste de Santé,Publique,-7.8689,17.9487,Geonames
20020,Democratic Republic of the Congo,Kwango,Tsakala Mbewa Centre de Santé,Centre de Santé,Publique,-5.0544,16.8362,GPS
20021,Democratic Republic of the Congo,Kwango,Tsakala Ngowa Poste de Santé,Poste de Santé,Publique,-5.6714,16.5535,GPS
20022,Democratic Republic of the Congo,Kwango,Tsakala Panzi Centre de Santé,Centre de Santé,Publique,-7.1897,17.8952,GPS
20023,Democratic Republic of the Congo,Kwango,Tsakala Poste de Santé,Poste de Santé,Publique,-4.691,17.5228,GPS
20024,Democratic Republic of the Congo,Kwango,Tsakalambewo Centre de Santé de Référence,Centre de Santé de Référence,Publique,-5.054,16.8358,GPS
20025,Democratic Republic of the Congo,Kwango,Tsaku Tsokosi Poste de Santé ,Poste de Santé,Publique,-5.9139,17.8141,Combination
20026,Democratic Republic of the Congo,Kwango,Tshangata Centre de Santé,Centre de Santé,Publique,-7.5624,18.8584,GPS
20027,Democratic Republic of the Congo,Kwango,Tshifuameso Centre de Santé,Centre de Santé,Publique,-7.3427,19.3105,GPS
20028,Democratic Republic of the Congo,Kwango,Tshikalaba Poste de Santé ,Poste de Santé,Publique,-7.5616,18.8576,Geonames
20029,Democratic Republic of the Congo,Kwango,Tshikuku Poste de Santé ,Poste de Santé,Publique,-7.956,18.8475,Geonames
20030,Democratic Republic of the Congo,Kwango,Tshimbayeka Poste de Santé ,Poste de Santé,Publique,-7.6607,18.3192,Geonames
20031,Democratic Republic of the Congo,Kwango,Tshitambi Centre de Santé ,Centre de Santé,Publique,-6.9146,19.5329,Geonames
20032,Democratic Republic of the Congo,Kwango,Tsunza Centre de Santé,Centre de Santé,Publique,-5.792,16.4594,GPS
20033,Democratic Republic of the Congo,Kwango,Utadi Centre de Santé,Centre de Santé,Publique,-6.6781,18.5835,GPS
20034,Democratic Republic of the Congo,Kwango,Wamba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-4.7519,16.9581,Other
20035,Democratic Republic of the Congo,Kwango,Wamba Luadi Centre de Santé,Centre de Santé,Publique,-6.475,17.3311,GPS
20036,Democratic Republic of the Congo,Kwango,Yamba Poste de Santé ,Poste de Santé,Publique,-5.5847,17.4492,Combination
20037,Democratic Republic of the Congo,Kwango,Yamvu Kilunga Centre de Santé,Centre de Santé,Publique,-7.651,17.748,GPS
20038,Democratic Republic of the Congo,Kwango,Zhiabunkete Centre de Santé ,Centre de Santé,Publique,-6.304,16.7566,GPS
20039,Democratic Republic of the Congo,Kwango,Zinabukete Centre de Santé,Centre de Santé,Publique,-6.3085,16.7582,GPS
20040,Democratic Republic of the Congo,Kwango,Zungu Poste de Santé ,Poste de Santé,Publique,-6.1305,18.1448,Google Earth
20041,Democratic Republic of the Congo,Kwilu,417 Poste de Santé,Poste de Santé,Publique,-3.8095,19.1201,GPS
20042,Democratic Republic of the Congo,Kwilu,Aaron Poste de Santé ,Poste de Santé,Publique,-5.047,18.8071,Combination
20043,Democratic Republic of the Congo,Kwilu,Abbe Masieta Dispensaire,Dispensaire,Publique,-4.0373,18.441,Combination
20044,Democratic Republic of the Congo,Kwilu,Aces Congo Clinique,Clinique,ONG/non-lucratif,-4.959,19.5925,GPS
20045,Democratic Republic of the Congo,Kwilu,Ahpik Poste de Santé,Poste de Santé,Publique,-5.0368,18.8251,GPS
20046,Democratic Republic of the Congo,Kwilu,Aid Centre Medical,Centre Médical,Publique,-5.0664,17.6188,GPS
20047,Democratic Republic of the Congo,Kwilu,Aid Poste de Santé,Poste de Santé,Publique,-5.0225,18.8,GPS
20048,Democratic Republic of the Congo,Kwilu,Air Congo Poste de Santé,Poste de Santé,Publique,-4.1638,19.86,GPS
20049,Democratic Republic of the Congo,Kwilu,Alse Moinganga Centre Medical,Centre Médical,Publique,-6.1018,19.5207,GPS
20050,Democratic Republic of the Congo,Kwilu,Ambura I Poste de Santé,Poste de Santé,Publique,-4.3806,18.7385,GPS
20051,Democratic Republic of the Congo,Kwilu,Ambura II Poste de Santé,Poste de Santé,Publique,-4.3898,18.7809,GPS
20052,Democratic Republic of the Congo,Kwilu,Amitie Poste de Santé,Poste de Santé,Publique,-4.7816,19.2334,GPS
20053,Democratic Republic of the Congo,Kwilu,Anciens Combattants Centre de Santé,Centre de Santé,Publique,-5.0543,18.7818,GPS
20054,Democratic Republic of the Congo,Kwilu,Antenne Poste de Santé,Poste de Santé,Publique,-4.939,17.8204,GPS
20055,Democratic Republic of the Congo,Kwilu,Arche Centre Medical,Centre Médical,Publique,-5.0714,18.7788,GPS
20056,Democratic Republic of the Congo,Kwilu,Arik Poste de Santé,Poste de Santé,Publique,-5.0588,18.8113,GPS
20057,Democratic Republic of the Congo,Kwilu,Aska Polyclinique ,Polyclinique ,Publique,-5.0812,18.7779,GPS
20058,Democratic Republic of the Congo,Kwilu,Aska Poste de Santé,Poste de Santé,Publique,-5.0834,18.7784,GPS
20059,Democratic Republic of the Congo,Kwilu,Aten Centre de Santé,Centre de Santé,Publique,-5.2852,19.3141,GPS
20060,Democratic Republic of the Congo,Kwilu,Ba Itere Mbang Centre de Santé,Centre de Santé,Publique,-4.1655,19.3943,GPS
20061,Democratic Republic of the Congo,Kwilu,Ba Kinkono Centre de Santé,Centre de Santé,Publique,-4.2534,19.1204,GPS
20062,Democratic Republic of the Congo,Kwilu,Ba Nsiengwon Centre de Santé,Centre de Santé,Publique,-4.4638,19.4151,GPS
20063,Democratic Republic of the Congo,Kwilu,Baba Poste de Santé,Poste de Santé,Publique,-3.8189,18.0865,GPS
20064,Democratic Republic of the Congo,Kwilu,Badi Centre de Santé,Centre de Santé,Publique,-4.463,18.5192,GPS
20065,Democratic Republic of the Congo,Kwilu,Badimumbumba Centre de Santé,Centre de Santé,Publique,-4.4644,18.5003,GPS
